id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,police_station,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,priority_binary,resolution_minutes,hour,day_of_week,month,is_weekend,is_peak,event_cause_grouped,cause_peak_interaction,corridor_grouped,veh_type_clean,description_clean,geo_bin,geo_density,corridor_incident_count,corridor_closure_rate,corridor_high_priority_rate,hotspot_cluster
FKID001306,planned,12.9170961,77.5793812,0.0,0.0,"46th Cross Road, Jalamandala CHS, Jayanagar, Bengaluru, Karnataka. Pin-560070 (India)",,construction,0,2024-02-15 22:03:49.040000+00:00,2024-02-15 13:03:46+00:00,closed,yes,2024-02-16 00:04:49.778267+00:00,,[LOCATION] sir 35 th main road Ayodhya ram road trds ig BWSSB work complitede but not closed hole this reason traffic slowly moving,,,Non-corridor,Low,,,,2024-02-15 22:06:38.565680+00:00,,1,FKUSR00051,FKUSR00001,,,Jayanagara,FKKG000045,,,,,,,,,,,0,,22,3,2,0,0,construction,construction_0,Non-corridor,unknown,[location] sir 35 th main road ayodhya ram road trds ig bwssb work complitede but not closed hole this reason traffic slowly moving,12.917_77.579,2,3124,0.12099871959026888,0.0,0
FKID001307,unplanned,12.9574747,77.6058578,0.0,0.0,"Hosur Road, Police Quarters, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",,pot_holes,0,2023-12-27 19:26:09.134000+00:00,,closed,yes,2024-02-16 01:21:49.900154+00:00,,ಪೈಪ್ ಲೈನ್ ನಲ್ಲಿ ನೀರಿನ ಸಮಸ್ಯೆ ಇಂದಾಗಿ ಗುಂಡಿ ಬಿದ್ದಿದ್ದು  ಸಂಚಾರ ಸ್ವಲ್ಪ ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತದೆ,,,Hosur Road,High,,,,2023-12-27 19:28:01.092471+00:00,,1,FKUSR00737,FKUSR00001,,,Ashok Nagar,FKKG000721,,,,FKUSR00737,2024-02-16 01:21:49.899580+00:00,,,Bengaluru Central Corporation,Central Zone 1,CMP GateJunc,1,,19,2,12,0,1,pot_holes,pot_holes_1,Hosur Road,unknown,ಪೈಪ್ ಲೈನ್ ನಲ್ಲಿ ನೀರಿನ ಸಮಸ್ಯೆ ಇಂದಾಗಿ ಗುಂಡಿ ಬಿದ್ದಿದ್ದು  ಸಂಚಾರ ಸ್ವಲ್ಪ ನಿಧಾನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತದೆ,12.957_77.606,4,298,0.05704697986577181,1.0,0
FKID001308,unplanned,12.9581539,77.6060706,0.0,0.0,"Hosur Road, Police Quarters, B&C Colony, Shanti Nagar, Bengaluru, Karnataka. Pin-560025 (India)",,pot_holes,0,2023-12-27 19:17:29.212000+00:00,,closed,yes,2024-02-16 01:21:52.413722+00:00,,ಈ ಪಾತ ಹೋಲ್ ಸಮಸ್ಯೆಯಿಂದಾಗಿ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಆಗಿ ಮೂವ್ ಆಗುತ್ತದೆ,,,Hosur Road,High,,,,2023-12-27 19:23:15.227012+00:00,,1,FKUSR00737,FKUSR00001,,,Ashok Nagar,FKKG000721,,,,FKUSR00737,2024-02-16 01:21:52.413169+00:00,,,Bengaluru Central Corporation,Central Zone 1,CMP GateJunc,1,,19,2,12,0,1,pot_holes,pot_holes_1,Hosur Road,unknown,ಈ ಪಾತ ಹೋಲ್ ಸಮಸ್ಯೆಯಿಂದಾಗಿ ಟ್ರಾಫಿಕ್ ಸ್ಲೋ ಆಗಿ ಮೂವ್ ಆಗುತ್ತದೆ,12.958_77.606,18,298,0.05704697986577181,1.0,0
FKID001309,unplanned,12.9616631,77.5604953,0.0,0.0,"Mysore Road, Mariyamma Layout, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",,vehicle_breakdown,0,2024-03-14 04:38:31.721000+00:00,,closed,yes,2024-03-14 07:35:49.649000+00:00,,bmtc bus offload sir [PERSON],bmtc_bus,FKN00GL0660,Mysore Road,High,,,,2024-03-14 04:37:30.057136+00:00,,1,FKUSR00455,FKUSR00001,,,Chamarajpet,FKKG000444,,,,,,,,,,,1,,4,3,3,0,0,vehicle_breakdown,vehicle_breakdown_0,Mysore Road,bmtc_bus,bmtc bus offload sir [person],12.962_77.56,2,743,0.11036339165545088,0.9973082099596231,0
FKID001310,unplanned,13.0275023,77.6619029,0.0,0.0,"80 Feet Road, Yajman Chinnaswamappa Layout, Horamavu, Bengaluru, Karnataka. Pin-560113 (India)",,road_conditions,0,2024-02-16 03:40:03.074000+00:00,,active,yes,2024-02-16 03:44:51.427055+00:00,,bwssb work progress traffic slow movement sir,,,Non-corridor,Low,,,,2024-02-16 03:41:05.245860+00:00,,1,FKUSR00535,FKUSR00001,,,Hennuru,FKKG000524,,,,,,,,,,,0,,3,4,2,0,0,road_conditions,road_conditions_0,Non-corridor,unknown,bwssb work progress traffic slow movement sir,13.028_77.662,2,3124,0.12099871959026888,0.0,-1
FKID001311,unplanned,13.0275017,77.6618648,0.0,0.0,"80 Feet Road, Yajman Chinnaswamappa Layout, Horamavu, Bengaluru, Karnataka. Pin-560113 (India)",,road_conditions,0,2024-02-16 03:41:29.209000+00:00,,active,yes,2024-02-16 03:45:03.373313+00:00,,bwssb work progress traffic slow movement sir,,,Non-corridor,Low,,,,2024-02-16 03:41:56.578085+00:00,,1,FKUSR00535,FKUSR00001,,,Hennuru,FKKG000524,,,,,,,,,,,0,,3,4,2,0,0,road_conditions,road_conditions_0,Non-corridor,unknown,bwssb work progress traffic slow movement sir,13.028_77.662,2,3124,0.12099871959026888,0.0,-1
FKID001312,unplanned,13.0246424,77.6594326,0.0,0.0,"Horamavu Main Road, Horamavu, Bengaluru, Karnataka. Pin-560113 (India)",,vehicle_breakdown,0,2024-02-16 03:21:30.528000+00:00,,closed,yes,2024-02-16 05:35:47.661055+00:00,,,heavy_vehicle,FKN00GL0661,Non-corridor,Low,,,,2024-02-16 03:22:40.959234+00:00,,1,FKUSR00535,FKUSR00001,,,Banaswadi,FKKG000524,,,,,,,,,,,0,,3,4,2,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,heavy_vehicle,none,13.025_77.659,1,3124,0.12099871959026888,0.0,-1
FKID001313,unplanned,12.9124406,77.4851732,0.0,0.0,"Mysore Road, Madhu Petrol Bunk Junction, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)",,others,0,2024-02-16 03:57:04.593000+00:00,,closed,yes,2024-02-16 05:56:37.404812+00:00,,traffic no problem sir slow movement,,,Mysore Road,High,,,,2024-02-16 03:59:00.368815+00:00,,1,FKUSR00738,FKUSR00001,,,Kengeri,FKKG000722,,,,FKUSR00738,2024-02-16 05:56:37.404262+00:00,,,,,,1,119.54685436666666,3,4,2,0,0,others,others_0,Mysore Road,unknown,traffic no problem sir slow movement,12.912_77.485,2,743,0.11036339165545088,0.9973082099596231,48
FKID001314,unplanned,13.0977963,77.5632888,0.0,0.0,"Yelahanka Road, Akshaya Nagar Stage 2, Attur Layout, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,others,0,2024-02-16 03:55:59.390000+00:00,,closed,yes,2024-03-01 00:23:54.890456+00:00,,axcell wheel cutting,,,Non-corridor,Low,,,,2024-02-16 03:57:26.895800+00:00,,1,FKUSR00661,FKUSR00001,,,Yelahanka,FKKG000645,,,,FKUSR00661,2024-03-01 00:23:54.889879+00:00,,,,,,0,19947.924997983333,3,4,2,0,0,others,others_0,Non-corridor,unknown,axcell wheel cutting,13.098_77.563,1,3124,0.12099871959026888,0.0,49
FKID001315,unplanned,12.9730514,77.5384555,0.0,0.0,"8th Main Road, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",,vehicle_breakdown,0,2024-02-15 19:10:46.743000+00:00,,closed,yes,2024-02-16 00:04:49.550099+00:00,,vechicle breakdown,bmtc_bus,FKN00GL0662,West of Chord Road,High,,,,2024-02-15 19:17:16.342333+00:00,,1,FKUSR00739,FKUSR00001,,,Vijayanagara,FKKG000723,,,,,,,,,,,1,,19,3,2,0,1,vehicle_breakdown,vehicle_breakdown_1,West of Chord Road,bmtc_bus,vechicle breakdown,12.973_77.538,3,174,0.06321839080459771,1.0,0
FKID001316,unplanned,13.0032331,77.6821244,0.0,0.0,"Old Madras Road, ITI Data Center, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,vehicle_breakdown,0,2024-02-16 02:20:42.247000+00:00,,closed,yes,2024-02-16 04:35:47.845944+00:00,,vahical breakdown [PERSON] sir,heavy_vehicle,FKN00GL0663,ORR East 2,High,,,,2024-02-16 02:21:48.652497+00:00,,1,FKUSR00457,FKUSR00001,,,K.R. Pura,FKKG000446,,,,,,,,,,,1,,2,4,2,0,0,vehicle_breakdown,vehicle_breakdown_0,ORR East 2,heavy_vehicle,vahical breakdown [person] sir,13.003_77.682,3,187,0.016042780748663103,1.0,0
FKID001317,unplanned,12.9876954,77.5134061,0.0,0.0,"Magadi Main Road, Srigandakavulu Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",,vehicle_breakdown,0,2024-02-15 20:15:09.416000+00:00,,closed,yes,2024-02-16 00:04:49.686705+00:00,,eicher vehicle off road at out going side sriganda [PERSON] towards sunkadakatte sir traffic no problem sir,others,FKN00GL0664,Magadi Road,High,,,,2024-02-15 20:16:43.681031+00:00,,1,FKUSR00470,FKUSR00001,,,Kamakshipalya,FKKG000459,,,,,,,,,,,1,,20,3,2,0,0,vehicle_breakdown,vehicle_breakdown_0,Magadi Road,others,eicher vehicle off road at out going side sriganda [person] towards sunkadakatte sir traffic no problem sir,12.988_77.513,4,245,0.04081632653061224,1.0,0
FKID001318,unplanned,13.0413969,77.6224112,0.0,0.0,"2nd Main Road, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",,congestion,0,2024-03-14 04:52:07.562000+00:00,,closed,no,2024-03-14 07:35:49.669726+00:00,,Slow movement traffic towards KEB junction due to [LOCATION] work,,,Hennur Main Road,High,,,,2024-03-14 04:52:55.166660+00:00,,1,FKUSR00361,FKUSR00361,,,Hennuru,FKKG000353,,,,,,,,,,,1,,4,3,3,0,0,congestion,congestion_0,Hennur Main Road,unknown,slow movement traffic towards keb junction due to [location] work,13.041_77.622,19,96,0.0625,1.0,0
FKID001319,unplanned,12.9583466,77.6060636,0.0,0.0,"Hosur Road, Sir Mirza Ismail Nagar, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",,pot_holes,0,2024-01-25 19:42:23.892000+00:00,,closed,yes,2024-02-16 01:21:54.744335+00:00,,ಸಿಎಂಪಿ ಜಂಕ್ಷನ್ ಟುವರ್ಡ್ಸ್ ಸಿಗ್ನಲ್ ಲೈಟ್ ಕಡೆಗೆ ರಸ್ತೆ ಗುಂಡಿ ಬಿದ್ದಿದ್ದು ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆ ಆಗುತ್ತಿದೆ,,,Hosur Road,High,,,,2024-01-25 19:43:53.757374+00:00,,1,FKUSR00737,FKUSR00001,,,Ashok Nagar,FKKG000721,,,,FKUSR00737,2024-02-16 01:21:54.743724+00:00,,,,,CMP GateJunc,1,30579.5141954,19,3,1,0,1,pot_holes,pot_holes_1,Hosur Road,unknown,ಸಿಎಂಪಿ ಜಂಕ್ಷನ್ ಟುವರ್ಡ್ಸ್ ಸಿಗ್ನಲ್ ಲೈಟ್ ಕಡೆಗೆ ರಸ್ತೆ ಗುಂಡಿ ಬಿದ್ದಿದ್ದು ಸಂಚಾರಕ್ಕೆ ತೊಂದರೆ ಆಗುತ್ತಿದೆ,12.958_77.606,18,298,0.05704697986577181,1.0,0
FKID001320,unplanned,13.0450765,77.5820295,0.0,0.0,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",,vehicle_breakdown,0,2024-03-14 04:55:47.762000+00:00,,closed,yes,2024-03-14 07:35:49.687151+00:00,,,heavy_vehicle,FKN00GL0665,ORR North 2,High,,,,2024-03-14 04:57:04.648700+00:00,,1,FKUSR00740,FKUSR00001,,,Kodigehalli,FKKG000724,,,,,,,,,,,1,,4,3,3,0,0,vehicle_breakdown,vehicle_breakdown_0,ORR North 2,heavy_vehicle,none,13.045_77.582,12,235,0.0425531914893617,1.0,0
FKID001321,unplanned,13.0469336,77.5916826,0.0,0.0,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",,vehicle_breakdown,0,2024-02-15 19:16:55.194000+00:00,,closed,yes,2024-02-16 00:04:49.582577+00:00,,clutch plate problem,heavy_vehicle,FKN00GL0658,Bellary Road 1,High,,,,2024-02-15 19:18:26.995673+00:00,,1,FKUSR00658,FKUSR00001,,,Kodigehalli,FKKG000642,,,,,,,,,,,1,,19,3,2,0,1,vehicle_breakdown,vehicle_breakdown_1,Bellary Road 1,heavy_vehicle,clutch plate problem,13.047_77.592,5,610,0.054098360655737705,1.0,0
FKID001322,unplanned,13.0508441,77.5077523,0.0,0.0,"Hesaraghatta Main Road, Bhuvaneshwari Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",,vehicle_breakdown,0,2024-02-15 19:45:40.803000+00:00,,closed,yes,2024-02-16 00:04:49.650518+00:00,,wheel jamm,heavy_vehicle,FKN00GL0666,Non-corridor,Low,,,,2024-02-15 19:50:07.765687+00:00,,1,FKUSR00550,FKUSR00001,,,Chikkabanavara,FKKG000539,,,,,,,,,,,0,,19,3,2,0,1,vehicle_breakdown,vehicle_breakdown_1,Non-corridor,heavy_vehicle,wheel jamm,13.051_77.508,2,3124,0.12099871959026888,0.0,0
FKID001323,unplanned,12.9909343,77.6563082,0.0,0.0,"Old Madras Road, Big Bazaar Junction, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",,vehicle_breakdown,0,2024-02-15 20:22:16.277000+00:00,,closed,yes,2024-02-16 00:04:49.729405+00:00,,tyre puncture,lcv,FKN00GL0667,Old Madras Road,High,,,,2024-02-15 20:24:01.124470+00:00,,1,FKUSR00741,FKUSR00001,,,Banaswadi,FKKG000725,,,,,,,,,,,1,,20,3,2,0,0,vehicle_breakdown,vehicle_breakdown_0,Old Madras Road,lcv,tyre puncture,12.991_77.656,9,263,0.045627376425855515,1.0,0
FKID001324,unplanned,12.9938878,77.5891555,12.9938901,77.5891549,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",tree_fall,1,2024-03-14 07:35:35.640000+00:00,,closed,yes,2024-03-14 08:54:58.005597+00:00,,tree fall to Near MCC college sir,,,Non-corridor,Low,,,,2024-03-14 07:36:40.835129+00:00,,1,FKUSR00742,FKUSR00001,,,High ground,FKKG000726,,,,FKUSR00742,2024-03-14 08:54:58.004978+00:00,,,,,,0,79.37274963333333,7,3,3,0,0,tree_fall,tree_fall_0,Non-corridor,unknown,tree fall to near mcc college sir,12.994_77.589,1,3124,0.12099871959026888,0.0,0
FKID001325,unplanned,12.9871663,77.5201307,0.0,0.0,"Magadi Main Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",,vehicle_breakdown,0,2024-03-14 06:03:51.633000+00:00,,closed,yes,2024-03-14 08:35:48.478270+00:00,,BESCOM vehicle,heavy_vehicle,FKN00GL0668,Magadi Road,High,,,,2024-03-14 06:06:07.803317+00:00,,1,FKUSR00743,FKUSR00001,,,Kamakshipalya,FKKG000727,,,,,,,,,,,1,,6,3,3,0,0,vehicle_breakdown,vehicle_breakdown_0,Magadi Road,heavy_vehicle,bescom vehicle,12.987_77.52,5,245,0.04081632653061224,1.0,0
FKID001326,unplanned,12.9512015,77.5395153,0.0,0.0,"Mysore Road, Iyyana Shetty Layout, Byatarayanapura New Extension, Bengaluru, Karnataka. Pin-560026 (India)",,vehicle_breakdown,0,2024-03-14 06:07:33.226000+00:00,,closed,yes,2024-03-14 08:35:48.508913+00:00,,traffic movement no problem sir,bmtc_bus,FKN00GL0669,West of Chord Road,High,,,,2024-03-14 06:08:31.452926+00:00,,1,FKUSR00364,FKUSR00001,,,Byatarayanapura,FKKG000356,,,,,,,,,,,1,,6,3,3,0,0,vehicle_breakdown,vehicle_breakdown_0,West of Chord Road,bmtc_bus,traffic movement no problem sir,12.951_77.54,1,174,0.06321839080459771,1.0,0
FKID001327,unplanned,12.943635,77.6077578,0.0,0.0,"Hosur Road, Adugodi, Bengaluru, Karnataka. Pin-560030 (India)",,vehicle_breakdown,0,2024-02-16 04:53:44.922000+00:00,,closed,yes,2024-02-16 07:35:48.243315+00:00,,CAR hopcoms gate towards adugodi jn bmtc bus breakdown  traffic moving slowly,bmtc_bus,FKN00GL0670,Hosur Road,High,,,,2024-02-16 04:56:51.811107+00:00,,1,FKUSR00744,FKUSR00001,,,Adugodi,FKKG000728,,,,,,,,,,,1,,4,4,2,0,0,vehicle_breakdown,vehicle_breakdown_0,Hosur Road,bmtc_bus,car hopcoms gate towards adugodi jn bmtc bus breakdown  traffic moving slowly,12.944_77.608,1,298,0.05704697986577181,1.0,0
FKID001328,unplanned,13.0030173,77.6122203,13.0030154,77.6121744,"Tannery Road, Basappa Line, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)","Tannery Road, Basappa Line, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",vehicle_breakdown,1,2024-03-14 07:07:47.575000+00:00,,closed,yes,2024-03-14 09:35:48.402572+00:00,,,bmtc_bus,FKN00GL0576,Non-corridor,Low,,,,2024-03-14 07:11:01.437391+00:00,,1,FKUSR00745,FKUSR00001,,,Pulikeshinagar(F.Town),FKKG000729,,,,,,,,,,,0,,7,3,3,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,bmtc_bus,none,13.003_77.612,1,3124,0.12099871959026888,0.0,0
FKID001329,unplanned,12.9831235,77.5308168,0.0,0.0,"5th Main Road, Asthagrama New Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",,vehicle_breakdown,0,2024-03-14 07:51:04.447000+00:00,,closed,yes,2024-03-14 10:24:32.919624+00:00,,,bmtc_bus,FKN00GL0368,Magadi Road,High,,,,2024-03-14 07:53:28.323881+00:00,,1,FKUSR00746,FKUSR00001,,,Kamakshipalya,FKKG000730,,,,FKUSR00746,2024-03-14 10:24:29.208744+00:00,,,,,,1,153.41269573333332,7,3,3,0,0,vehicle_breakdown,vehicle_breakdown_0,Magadi Road,bmtc_bus,none,12.983_77.531,4,245,0.04081632653061224,1.0,0
FKID001330,unplanned,13.045438,77.5077257,0.0,0.0,"Mumbai Bengaluru Highway, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",,vehicle_breakdown,0,2024-03-14 09:56:33.121000+00:00,,closed,yes,2024-03-14 12:35:47.909353+00:00,,service road close,ksrtc_bus,FKN00GL0671,Tumkur Road,High,,,,2024-03-14 09:57:51.298948+00:00,,1,FKUSR00747,FKUSR00001,,,Chikkabanavara,FKKG000731,,,,,,,,,,,1,,9,3,3,0,1,vehicle_breakdown,vehicle_breakdown_1,Tumkur Road,ksrtc_bus,service road close,13.045_77.508,16,458,0.026200873362445413,0.9912663755458515,0
FKID001331,unplanned,13.0036733,77.6631733,0.0,0.0,"MBT Road, Vedantha, Kamalamma Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,accident,0,2024-03-14 10:22:42.703000+00:00,,closed,yes,2024-03-14 11:14:44.971268+00:00,,break fail,,,ORR North 1,High,,,,2024-03-14 10:23:24.389815+00:00,,1,FKUSR00748,FKUSR00001,,,Banaswadi,FKKG000732,,,,FKUSR00748,2024-03-14 11:14:44.970768+00:00,,,,,,1,52.03779613333334,10,3,3,0,1,accident,accident_1,ORR North 1,unknown,break fail,13.004_77.663,5,275,0.08,1.0,0
FKID001332,unplanned,13.008416,77.6925609,0.0,0.0,"MBT Road, KV Muniyappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",,vehicle_breakdown,0,2024-02-16 05:21:49.454000+00:00,,closed,no,2024-02-16 05:23:37.961958+00:00,,vahical,lcv,FKN00GL0672,Non-corridor,Low,,,,2024-02-16 05:22:59.529883+00:00,,1,FKUSR00342,FKUSR00342,,,K.R. Pura,FKKG000334,,,,FKUSR00342,2024-02-16 05:23:37.692190+00:00,,,,,,0,1.8039698333333334,5,4,2,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,lcv,vahical,13.008_77.693,7,3124,0.12099871959026888,0.0,0
FKID001333,unplanned,12.9123682,77.5673409,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, Teachers Colony, Stage 1, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560078 (India)",,water_logging,0,2024-02-16 06:05:38.831000+00:00,,active,yes,2024-02-16 06:15:52.549900+00:00,,trapic normal,,,ORR West 1,High,,,,2024-02-16 06:07:53.582154+00:00,,1,FKUSR00749,FKUSR00001,,,K.S. Layout,FKKG000733,,,,,,,,,,,1,,6,4,2,0,0,water_logging,water_logging_0,ORR West 1,unknown,trapic normal,12.912_77.567,8,168,0.02976190476190476,1.0,0
FKID001334,unplanned,12.9060449,77.5857343,0.0,0.0,"24th Main Road, Sarakki Agrahara, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",,vehicle_breakdown,0,2024-02-16 06:48:35.403000+00:00,,closed,yes,2024-02-16 07:16:34.077678+00:00,,off road,bmtc_bus,FKN00GL0673,ORR West 1,High,,,,2024-02-16 06:49:29.891049+00:00,,1,FKUSR00721,FKUSR00001,,,J.P. Nagar,FKKG000705,,,,FKUSR00721,2024-02-16 07:16:34.077156+00:00,,,,,,1,27.9779026,6,4,2,0,0,vehicle_breakdown,vehicle_breakdown_0,ORR West 1,bmtc_bus,off road,12.906_77.586,13,168,0.02976190476190476,1.0,0
FKID001335,unplanned,13.0096382,77.5059421,0.0,0.0,"1st Cross Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,vehicle_breakdown,0,2024-02-16 06:01:01.071000+00:00,,closed,yes,2024-02-16 07:18:05.420126+00:00,,BMTC bus front wheel puncher sir,bmtc_bus,FKN00GL0674,Non-corridor,Low,,,,2024-02-16 06:02:34.844643+00:00,,1,FKUSR00592,FKUSR00001,,,Peenya,FKKG000580,,,,FKUSR00592,2024-02-16 07:18:05.419641+00:00,,,,,,0,77.07247735,6,4,2,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,bmtc_bus,bmtc bus front wheel puncher sir,13.01_77.506,5,3124,0.12099871959026888,0.0,35
FKID001336,unplanned,13.1029884,77.5861539,0.0,0.0,"Doddaballapur Main Road, East Colony, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,0,2024-02-16 05:34:45.255000+00:00,,closed,yes,2024-02-16 07:35:48.260662+00:00,,,bmtc_bus,FKN00GL0675,Non-corridor,Low,,,,2024-02-16 05:35:40.029976+00:00,,1,FKUSR00750,FKUSR00001,,,Yelahanka,FKKG000734,,,,,,,,,,,0,,5,4,2,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,bmtc_bus,none,13.103_77.586,5,3124,0.12099871959026888,0.0,0
FKID001337,unplanned,13.0101997,77.5847099,0.0,0.0,"Sri Ramana Maharshi Road, Palace Ground, Jayamahal, Bengaluru, Karnataka. Pin-560080 (India)",,vehicle_breakdown,0,2024-03-14 07:42:07.938000+00:00,,closed,yes,2024-03-14 10:35:48.224674+00:00,,car pancher sir,taxi,FKN00GL0676,Bellary Road 1,High,,,,2024-03-14 07:43:29.455691+00:00,,1,FKUSR00004,FKUSR00001,,,Sadashivanagar,FKKG000003,,,,,,,,,,,1,,7,3,3,0,0,vehicle_breakdown,vehicle_breakdown_0,Bellary Road 1,taxi,car pancher sir,13.01_77.585,1,610,0.054098360655737705,1.0,0
FKID001338,unplanned,12.9525221,77.6201611,0.0,0.0,"1st Main Road, Andhra Colony, Viveka Nagar, Bengaluru, Karnataka. Pin-560047 (India)",,vehicle_breakdown,0,2024-03-14 08:14:26.269000+00:00,,closed,yes,2024-03-14 10:35:48.291216+00:00,,ಈ ವಾಹನ ಬ್ಯಾಟರಿ ಡೌನ್ ಆಗಿದೆ ಬುಚರಿ ಜಂಕ್ಷನ್ ಹತ್ತಿರ ಆಫ್ ರೋಡ ಆಗಿರುವದರೊಂಡ [LOCATION] ನಿಧನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿರುತ್ತದೆ ಸರ್ 🙏🏻,bmtc_bus,FKN00GL0677,Non-corridor,Low,,,,2024-03-14 08:18:06.002842+00:00,,1,FKUSR00679,FKUSR00001,,,Ashok Nagar,FKKG000664,,,,,,,,,,,0,,8,3,3,0,1,vehicle_breakdown,vehicle_breakdown_1,Non-corridor,bmtc_bus,ಈ ವಾಹನ ಬ್ಯಾಟರಿ ಡೌನ್ ಆಗಿದೆ ಬುಚರಿ ಜಂಕ್ಷನ್ ಹತ್ತಿರ ಆಫ್ ರೋಡ ಆಗಿರುವದರೊಂಡ [location] ನಿಧನಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿರುತ್ತದೆ ಸರ್ 🙏🏻,12.953_77.62,1,3124,0.12099871959026888,0.0,18
FKID001339,unplanned,13.008416,77.6925609,0.0,0.0,"MBT Road, KV Muniyappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",,vehicle_breakdown,0,2024-02-16 05:21:49.454000+00:00,,closed,no,2024-02-16 05:26:36.960394+00:00,,vahical,lcv,FKN00GL0672,Non-corridor,Low,,,,2024-02-16 05:22:59.958059+00:00,,1,FKUSR00342,FKUSR00342,,,K.R. Pura,FKKG000334,,,,FKUSR00342,2024-02-16 05:23:51.982116+00:00,,,,,,0,2.0421352666666666,5,4,2,0,0,vehicle_breakdown,vehicle_breakdown_0,Non-corridor,lcv,vahical,13.008_77.693,7,3124,0.12099871959026888,0.0,0
FKID001340,unplanned,12.914054,77.5660344,0.0,0.0,"Subramanyapura Main Road, Vishwaguru Basaveshwara Circle, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",,accident,0,2024-02-16 07:20:43.681000+00:00,,closed,yes,2024-02-16 08:35:48.129091+00:00,,Eicher vehicle palti sir,,,ORR West 1,High,,,,2024-02-16 07:22:11.461304+00:00,,1,FKUSR00751,FKUSR00001,,,K.S. Layout,FKKG000735,,,,,,,,,,,1,,7,4,2,0,0,accident,accident_0,ORR West 1,unknown,eicher vehicle palti sir,12.914_77.566,6,168,0.02976190476190476,1.0,0
FKID001341,unplanned,13.0199169,77.5843714,0.0,0.0,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",,others,0,2024-03-14 18:51:55.414000+00:00,,closed,yes,2024-03-15 00:29:57.830808+00:00,,tyre blast,,,Bellary Road 1,High,,,,2024-03-14 18:52:26.811535+00:00,,1,FKUSR00752,FKUSR00001,,,R.T. Nagar,FKKG000736,,,,,,,,,,,1,,18,3,3,0,1,others,others_1,Bellary Road 1,unknown,tyre blast,13.02_77.584,13,610,0.054098360655737705,1.0,0
